CustomerID,Recency,Frequency,Monetary,Cluster,Segment_Label
12458,70,4,1777.49,1,At Risk
12459,604,1,454.36,2,Lost Customers
12460,455,1,326.65,2,Lost Customers
12461,93,2,826.88,0,Promising
12462,18,2,1189.59,0,Promising
12463,52,4,1344.78,1,At Risk
12464,9,8,1212.05,0,Promising
12465,16,2,742.1899999999999,0,Promising
12466,681,1,56.73,2,Lost Customers
12467,422,1,132.8,2,Lost Customers
12468,187,5,3670.74,1,At Risk
12469,522,2,3070.54,1,At Risk
12470,689,1,211.95,2,Lost Customers
12471,1,79,39963.79,3,Champions
12472,31,19,16249.289999999999,3,Champions
12473,28,5,3938.5499999999997,1,At Risk
12474,16,31,12424.45,3,Champions
12475,53,2,1149.64,0,Promising
12476,15,23,14115.41,3,Champions
12477,22,9,20276.37,3,Champions
12478,3,1,680.99,0,Promising
12479,10,1,527.2,0,Promising
12480,27,7,5464.85,3,Champions
12481,22,15,12202.01,3,Champions
12482,575,29,23691.4,3,Champions
12483,16,19,5120.58,3,Champions
12484,32,12,6370.15,3,Champions
12485,528,1,708.1,2,Lost Customers
12486,431,1,1037.28,2,Lost Customers
12487,730,1,285.29999999999995,2,Lost Customers
12488,9,3,1298.66,0,Promising
12489,335,1,334.93,2,Lost Customers
12490,4,21,9823.64,3,Champions
12491,38,1,460.40000000000003,0,Promising
12492,62,3,715.21,0,Promising
12493,165,2,433.74,2,Lost Customers
12494,15,9,1815.27,3,Champions
12495,640,1,357.4,2,Lost Customers
12496,619,2,54.09,2,Lost Customers
12497,81,3,6248.5,1,At Risk
12498,20,3,403.70000000000005,0,Promising
12499,559,1,393.72,2,Lost Customers
12500,22,19,5955.21,3,Champions
12501,336,1,2169.39,1,At Risk
12502,95,5,3723.87,1,At Risk
12503,583,1,1126.0,2,Lost Customers
12504,17,4,779.05,0,Promising
12505,408,1,955.2,2,Lost Customers
12506,232,1,73.5,2,Lost Customers
12507,133,4,1844.06,1,At Risk
12508,25,2,398.27,0,Promising
12509,283,1,176.5,2,Lost Customers
12510,142,9,5178.02,1,At Risk
12511,428,1,3084.02,1,At Risk
12512,65,2,138.03,2,Lost Customers
12513,112,1,612.29,2,Lost Customers
12514,266,2,1597.76,1,At Risk
12515,352,1,383.7,2,Lost Customers
12516,77,4,2648.62,1,At Risk
12517,27,5,2502.84,1,At Risk
12518,0,5,2056.89,0,Promising
12519,63,2,726.54,0,Promising
12520,78,5,2634.26,1,At Risk
12521,142,1,599.68,2,Lost Customers
12522,38,2,192.72,0,Promising
12523,18,23,4372.15,3,Champions
12524,8,17,11126.11,3,Champions
12525,497,3,973.73,1,At Risk
12526,0,3,1316.66,0,Promising
12527,81,5,735.51,1,At Risk
12528,8,6,1933.48,0,Promising
12529,527,1,316.48,2,Lost Customers
12530,59,9,3759.26,1,At Risk
12531,14,2,1933.2,0,Promising
12532,29,1,349.83000000000004,0,Promising
12533,627,2,1367.89,1,At Risk
12534,130,1,1089.18,2,Lost Customers
12535,91,2,716.35,0,Promising
12536,42,3,12601.830000000002,1,At Risk
12537,408,1,732.94,2,Lost Customers
12538,28,2,640.45,0,Promising
12539,21,7,11214.75,3,Champions
12540,19,33,22254.49,3,Champions
12541,29,3,981.18,0,Promising
12542,483,2,481.88,2,Lost Customers
12543,447,1,980.25,2,Lost Customers
12544,35,1,372.7,0,Promising
12545,74,2,1000.39,0,Promising
12546,46,2,1161.5,0,Promising
12547,197,3,383.58,2,Lost Customers
12548,165,1,95.19999999999999,2,Lost Customers
12549,575,6,1575.68,1,At Risk
12550,78,1,964.83,0,Promising
12551,357,1,168.0,2,Lost Customers
12552,38,2,437.82,0,Promising
12553,7,12,4608.75,3,Champions
12554,448,1,468.5,2,Lost Customers
12555,681,1,129.23,2,Lost Customers
12556,49,2,603.71,0,Promising
12557,15,8,18096.14,3,Champions
12558,7,1,269.96,0,Promising
12559,310,2,561.71,2,Lost Customers
12560,4,3,2134.01,0,Promising
12561,302,1,238.85,2,Lost Customers
12562,7,9,4966.92,3,Champions
12563,408,1,249.24,2,Lost Customers
12564,260,1,456.9,2,Lost Customers
12565,288,1,145.92,2,Lost Customers
12566,85,1,351.65,2,Lost Customers
12567,22,15,11767.48,3,Champions
12568,644,1,70.0,2,Lost Customers
12569,1,32,4124.69,3,Champions
12570,681,1,77.52,2,Lost Customers
12571,39,2,519.61,0,Promising
12572,8,2,1020.42,0,Promising
12573,226,5,717.41,1,At Risk
12574,315,1,218.45,2,Lost Customers
12575,456,2,622.8199999999999,2,Lost Customers
12576,35,8,2142.72,1,At Risk
12577,34,8,1653.75,1,At Risk
12578,20,4,4642.45,1,At Risk
12579,77,1,440.42,2,Lost Customers
12580,246,2,1052.9,1,At Risk
12581,39,1,197.71,0,Promising
12582,238,4,1980.4,1,At Risk
12583,2,27,13591.58,3,Champions
12584,3,9,2338.15,3,Champions
12585,233,2,2040.1,1,At Risk
12586,16,4,2062.67,0,Promising
12587,7,1,144.0,0,Promising
12588,38,4,958.78,0,Promising
12589,28,8,4695.66,3,Champions
12590,210,2,9864.26,1,At Risk
12591,316,3,1352.15,1,At Risk
12592,91,5,2582.66,1,At Risk
12593,108,3,418.09999999999997,2,Lost Customers
12594,37,15,5090.110000000001,3,Champions
12595,504,1,299.02,2,Lost Customers
12596,50,2,618.27,0,Promising
12597,18,4,3811.22,0,Promising
12598,9,11,4534.09,3,Champions
12599,28,13,2296.72,3,Champions
12600,28,21,4967.42,3,Champions
12601,189,6,681.26,1,At Risk
12602,58,1,153.12,2,Lost Customers
12603,21,1,739.1999999999999,0,Promising
12604,78,2,254.18,2,Lost Customers
12605,375,4,1232.95,1,At Risk
12606,681,1,21.0,2,Lost Customers
12607,59,1,1579.51,0,Promising
12608,404,1,415.79,2,Lost Customers
12609,77,9,3435.86,1,At Risk
12610,22,5,2099.54,0,Promising
12611,51,1,1193.32,0,Promising
12612,73,1,704.0400000000001,0,Promising
12613,56,10,6835.07,3,Champions
12614,277,1,315.6,2,Lost Customers
12615,1,8,5740.98,3,Champions
12616,94,3,1131.1,1,At Risk
12617,28,1,355.53,0,Promising
12618,21,1,177.31,0,Promising
12619,15,10,3781.38,3,Champions
12620,14,3,1339.41,0,Promising
12621,1,35,24311.2,3,Champions
12622,231,1,180.1,2,Lost Customers
12623,275,7,3747.84,1,At Risk
12624,105,2,641.13,2,Lost Customers
12625,211,4,5164.88,1,At Risk
12626,22,9,6620.48,3,Champions
12627,10,7,4478.53,3,Champions
12628,3,3,786.46,0,Promising
12629,385,2,1558.22,1,At Risk
12630,9,2,1270.88,0,Promising
12631,56,6,3481.57,1,At Risk
12632,520,2,804.88,2,Lost Customers
12633,58,7,5678.16,1,At Risk
12634,535,2,490.0,2,Lost Customers
12635,89,4,2930.41,1,At Risk
12636,738,1,141.0,2,Lost Customers
12637,66,12,8340.31,3,Champions
12638,32,2,921.49,0,Promising
12639,238,3,1312.37,1,At Risk
12640,23,3,1174.58,0,Promising
12641,114,1,185.9,2,Lost Customers
12642,24,3,1013.26,0,Promising
12643,127,12,8350.42,3,Champions
12644,129,4,1918.49,1,At Risk
12645,33,8,3539.3,3,Champions
12646,4,2,1346.97,0,Promising
12647,21,36,16955.55,3,Champions
12648,154,4,1112.0,1,At Risk
12649,106,8,2294.65,1,At Risk
12650,2,1,314.44,0,Promising
12651,334,4,377.75,2,Lost Customers
12652,330,2,1017.03,2,Lost Customers
12653,148,3,4160.83,1,At Risk
12654,10,5,601.98,0,Promising
12655,423,1,261.35,2,Lost Customers
12656,16,8,6407.83,3,Champions
12657,10,4,1643.18,0,Promising
12658,18,1,686.05,0,Promising
12659,29,1,91.68,0,Promising
12660,10,1,245.1,0,Promising
12661,435,1,162.0,2,Lost Customers
12662,0,20,6726.54,3,Champions
12663,624,2,239.4,2,Lost Customers
12664,7,11,6070.04,3,Champions
12665,324,3,313.6,2,Lost Customers
12666,393,1,1248.42,2,Lost Customers
12667,57,1,620.13,0,Promising
12668,11,10,11444.68,3,Champions
12669,150,3,2744.0299999999997,1,At Risk
12670,9,7,3760.29,3,Champions
12671,605,1,2622.481,1,At Risk
12672,329,2,437.05,2,Lost Customers
12673,4,3,1230.02,0,Promising
12674,38,4,1970.6,1,At Risk
12675,553,2,958.5,2,Lost Customers
12676,24,11,2843.09,3,Champions
12677,554,2,395.1,2,Lost Customers
12678,41,21,34281.18,3,Champions
12679,58,4,1113.02,1,At Risk
12680,0,4,880.81,0,Promising
12681,14,45,29834.76,3,Champions
12682,3,52,22958.62,3,Champions
12683,3,21,11633.7,3,Champions
12684,7,7,2283.63,3,Champions
12685,27,6,2863.08,1,At Risk
12686,371,1,89.14,2,Lost Customers
12687,480,2,2138.91,1,At Risk
12688,113,1,4873.8099999999995,1,At Risk
12689,25,2,1247.61,0,Promising
12690,205,1,389.01,2,Lost Customers
12691,27,7,1170.4,0,Promising
12692,636,1,110.95,2,Lost Customers
12693,126,7,1703.02,1,At Risk
12694,69,3,1843.35,1,At Risk
12695,6,7,1407.1200000000001,0,Promising
12696,434,2,851.91,2,Lost Customers
12697,28,3,957.59,0,Promising
12698,589,1,339.75,2,Lost Customers
12699,417,1,638.11,2,Lost Customers
12700,7,4,4939.99,3,Champions
12701,79,6,2446.41,1,At Risk
12702,19,1,219.0,0,Promising
12703,70,4,1006.53,1,At Risk
12704,6,8,2340.84,3,Champions
12705,14,14,11762.1,3,Champions
12707,291,1,603.42,2,Lost Customers
12708,29,18,5117.66,3,Champions
12709,14,34,30570.64,3,Champions
12710,96,3,1149.02,1,At Risk
12711,611,2,1339.05,1,At Risk
12712,28,21,6723.03,3,Champions
12713,0,1,848.55,0,Promising
12714,8,12,14093.71,3,Champions
12715,105,1,353.86,2,Lost Customers
12716,3,2,1053.49,0,Promising
12717,150,3,1308.91,1,At Risk
12718,70,1,238.25,2,Lost Customers
12719,4,2,644.95,0,Promising
12720,2,30,7787.28,3,Champions
12721,31,8,4013.08,3,Champions
12722,84,4,997.63,1,At Risk
12723,3,5,725.07,0,Promising
12724,4,7,2317.52,3,Champions
12725,370,4,2266.76,1,At Risk
12726,27,11,4014.6,3,Champions
12727,10,10,5679.53,3,Champions
12728,70,5,1070.17,1,At Risk
12729,113,1,453.01,2,Lost Customers
12730,521,1,829.25,2,Lost Customers
12731,23,17,25775.71,3,Champions
12732,179,1,236.26000000000002,2,Lost Customers
12733,233,4,2424.87,1,At Risk
12734,352,3,639.65,2,Lost Customers
12735,314,2,779.5699999999999,2,Lost Customers
12736,332,1,234.0,2,Lost Customers
12737,498,2,3710.5,1,At Risk
12738,371,1,155.35,2,Lost Customers
12739,77,4,2726.73,1,At Risk
12740,63,1,427.6,2,Lost Customers
12741,528,2,406.07,2,Lost Customers
12742,625,1,1201.52,2,Lost Customers
12743,133,2,546.43,2,Lost Customers
12744,51,11,25317.06,3,Champions
12745,486,3,925.41,1,At Risk
12746,540,1,254.55,2,Lost Customers
12747,1,26,8917.98,3,Champions
12748,0,336,54598.04,3,Champions
12749,3,9,6897.36,3,Champions
12750,128,1,275.88,2,Lost Customers
12751,444,1,268.27,2,Lost Customers
12752,80,1,4366.78,1,At Risk
12753,22,6,21429.39,3,Champions
12754,235,3,3010.74,1,At Risk
12755,280,11,5236.259999999999,1,At Risk
12756,86,1,112.07999999999998,2,Lost Customers
12757,15,13,7857.1,3,Champions
12758,116,7,9903.24,1,At Risk
12759,51,8,5020.74,3,Champions
12760,455,1,347.8,2,Lost Customers
12761,457,2,782.95,2,Lost Customers
12762,7,2,1898.52,0,Promising
12763,137,2,494.08,2,Lost Customers
12764,316,1,1693.88,2,Lost Customers
12765,471,6,1404.58,1,At Risk
12766,3,9,8918.99,3,Champions
12767,375,1,949.82,2,Lost Customers
12768,450,1,168.69000000000003,2,Lost Customers
12769,238,1,1143.6,2,Lost Customers
12770,210,2,3246.45,1,At Risk
12771,485,1,282.3,2,Lost Customers
12772,59,1,892.47,0,Promising
12773,563,1,124.25,2,Lost Customers
12774,535,1,98.7,2,Lost Customers
12775,16,7,1686.12,0,Promising
12776,667,1,55.5,2,Lost Customers
12777,457,1,519.45,2,Lost Customers
12778,19,9,1775.68,3,Champions
12779,37,14,6474.11,3,Champions
12780,598,1,337.4,2,Lost Customers
12781,63,2,826.74,0,Promising
12782,4,11,4618.24,3,Champions
12783,1,6,2225.91,3,Champions
12784,8,3,1804.75,0,Promising
12785,363,3,1100.4,1,At Risk
12786,609,1,728.5,2,Lost Customers
12787,9,4,862.18,0,Promising
12788,462,4,444.9,2,Lost Customers
12789,64,3,273.35,0,Promising
12790,191,2,591.85,2,Lost Customers
12791,373,6,863.51,1,At Risk
12792,256,2,827.01,2,Lost Customers
12793,334,3,885.53,1,At Risk
12794,52,2,860.41,0,Promising
12795,18,1,430.48,0,Promising
12796,627,1,381.0,2,Lost Customers
12797,365,2,552.08,2,Lost Customers
12798,9,4,8510.93,3,Champions
12799,528,1,219.35,2,Lost Customers
12800,469,3,584.25,2,Lost Customers
12801,500,1,1071.82,2,Lost Customers
12802,186,7,2416.42,1,At Risk
12803,392,1,1092.81,2,Lost Customers
12804,465,2,327.02,2,Lost Customers
12805,381,4,1434.95,1,At Risk
12806,434,4,2878.96,1,At Risk
12807,382,1,330.35,2,Lost Customers
12808,36,5,776.7,0,Promising
12809,177,3,1755.94,1,At Risk
12810,534,2,534.99,2,Lost Customers
12811,260,5,1033.9,1,At Risk
12812,44,1,229.64000000000001,0,Promising
12813,501,3,1687.8,1,At Risk
12814,101,1,125.92,2,Lost Customers
12815,147,2,1063.46,1,At Risk
12816,95,2,572.2,2,Lost Customers
12817,280,3,690.98,1,At Risk
12818,261,1,1542.08,2,Lost Customers
12819,457,1,540.52,2,Lost Customers
12820,2,11,2689.52,3,Champions
12821,213,2,220.8,2,Lost Customers
12822,70,2,948.88,0,Promising
12823,74,18,6501.5,3,Champions
12824,59,1,397.12,0,Promising
12825,520,2,518.63,2,Lost Customers
12826,2,12,2800.75,3,Champions
12827,5,3,430.15000000000003,0,Promising
12828,2,6,1018.71,0,Promising
12829,336,3,385.3,2,Lost Customers
12830,37,6,6814.64,3,Champions
12831,261,3,451.11,2,Lost Customers
12832,31,2,383.03,0,Promising
12833,144,1,417.38,2,Lost Customers
12834,282,1,312.38,2,Lost Customers
12835,427,41,6043.31,3,Champions
12836,58,15,6585.62,3,Champions
12837,172,2,688.41,2,Lost Customers
12838,33,10,3007.69,3,Champions
12839,2,26,9669.12,3,Champions
12840,143,7,4041.97,1,At Risk
12841,4,40,7034.69,3,Champions
12842,69,4,1917.99,1,At Risk
12843,65,30,6588.41,3,Champions
12844,28,4,648.6,0,Promising
12845,266,4,354.09,2,Lost Customers
12846,681,1,15.58,2,Lost Customers
12847,21,2,1636.8999999999999,0,Promising
12848,675,1,208.0,2,Lost Customers
12849,30,6,3090.56,1,At Risk
12850,445,1,330.0,2,Lost Customers
12851,96,2,284.13,2,Lost Customers
12852,294,1,311.55,2,Lost Customers
12853,134,11,3907.5,1,At Risk
12854,78,7,2994.02,1,At Risk
12855,372,4,612.84,1,At Risk
12856,7,6,2179.93,0,Promising
12857,210,6,3688.0,1,At Risk
12858,382,1,177.92,2,Lost Customers
12859,458,1,575.1,2,Lost Customers
12860,692,1,55.47,2,Lost Customers
12861,619,1,68.25,2,Lost Customers
12862,425,2,1008.3199999999999,2,Lost Customers
12863,51,6,2792.5499999999997,1,At Risk
12864,137,2,299.57,2,Lost Customers
12865,25,4,3323.47,1,At Risk
12866,282,3,1227.35,1,At Risk
12867,25,13,7913.29,3,Champions
12868,185,8,2043.76,1,At Risk
12869,681,1,337.66999999999996,2,Lost Customers
12870,374,3,1676.95,1,At Risk
12871,83,3,744.02,1,At Risk
12872,326,12,3306.96,1,At Risk
12873,281,3,2027.3,1,At Risk
12874,384,2,948.42,2,Lost Customers
12875,142,5,1356.99,1,At Risk
12876,57,4,4081.79,1,At Risk
12877,3,20,2955.17,3,Champions
12878,235,2,854.99,2,Lost Customers
12879,44,3,573.22,0,Promising
12880,381,2,640.13,2,Lost Customers
12881,275,1,298.0,2,Lost Customers
12882,8,2,1463.04,0,Promising
12883,24,4,703.47,0,Promising
12884,87,1,309.05,2,Lost Customers
12885,62,3,1175.22,1,At Risk
12886,67,2,1378.4,0,Promising
12887,383,1,222.4,2,Lost Customers
12888,213,2,354.12,2,Lost Customers
12889,380,4,385.46000000000004,2,Lost Customers
12890,23,2,717.27,0,Promising
12891,185,11,840.5,1,At Risk
12892,396,1,263.38,2,Lost Customers
12893,30,1,188.14,0,Promising
12894,574,1,157.35,2,Lost Customers
12895,41,2,372.8,0,Promising
12897,204,4,514.25,1,At Risk
12898,463,2,310.96000000000004,2,Lost Customers
12899,413,1,366.4,2,Lost Customers
12900,421,1,340.33,2,Lost Customers
12901,8,28,17654.54,3,Champions
12902,264,1,138.68,2,Lost Customers
12903,428,1,833.53,2,Lost Customers
12904,17,2,509.58,0,Promising
12905,576,2,1018.42,2,Lost Customers
12906,11,5,2919.81,0,Promising
12907,395,2,508.91,2,Lost Customers
12908,175,5,1776.0,1,At Risk
12909,39,8,3103.19,1,At Risk
12910,22,13,5796.52,3,Champions
12911,551,1,1680.47,2,Lost Customers
12912,2,5,1662.3,0,Promising
12913,4,13,6283.24,3,Champions
12914,400,1,223.98,2,Lost Customers
12915,148,4,975.1,1,At Risk
12916,138,7,4654.0199999999995,1,At Risk
12917,127,6,4359.2,1,At Risk
12918,625,1,10953.5,1,At Risk
12919,7,6,1335.19,0,Promising
12920,16,4,488.09000000000003,0,Promising
12921,8,74,35233.24,3,Champions
12922,160,1,405.38,2,Lost Customers
12923,63,3,789.87,0,Promising
12924,87,12,2469.4,1,At Risk
12925,4,3,729.3299999999999,0,Promising
12926,410,4,1548.46,1,At Risk
12927,394,1,197.31,2,Lost Customers
12928,34,12,4304.89,3,Champions
12929,311,1,117.85,2,Lost Customers
12930,77,2,415.8,0,Promising
12931,21,57,92347.34,3,Champions
12932,538,8,1698.56,1,At Risk
12933,23,8,1687.03,1,At Risk
12934,736,1,181.65,2,Lost Customers
12935,1,15,4243.86,3,Champions
12936,16,4,1063.9,0,Promising
12937,14,9,3097.61,3,Champions
12938,25,1,114.14,0,Promising
12939,63,20,25264.8,3,Champions
12940,54,2,913.54,0,Promising
12941,723,1,377.49,2,Lost Customers
12942,130,3,683.9,1,At Risk
12943,557,2,496.5,2,Lost Customers
12944,35,2,604.51,0,Promising
12945,287,2,900.11,2,Lost Customers
12946,436,1,324.45,2,Lost Customers
12947,143,6,1603.99,1,At Risk
12948,15,9,2317.43,3,Champions
12949,30,22,15526.7,3,Champions
12950,1,3,1843.0,0,Promising
12951,8,15,3213.7200000000003,3,Champions
12952,5,4,1387.79,0,Promising
12953,9,2,828.8100000000001,0,Promising
12954,638,1,162.45,2,Lost Customers
12955,0,11,4757.16,3,Champions
12956,305,4,521.89,1,At Risk
12957,9,13,8706.97,3,Champions
12958,399,2,539.49,2,Lost Customers
12959,483,1,150.95,2,Lost Customers
12960,413,4,1322.07,1,At Risk
12961,378,1,211.99,2,Lost Customers
12962,6,2,266.39,0,Promising
12963,7,12,3235.79,3,Champions
12964,436,1,132.24,2,Lost Customers
12965,88,1,771.91,2,Lost Customers
12966,9,1,160.18,0,Promising
12967,357,3,2938.52,1,At Risk
12968,111,1,135.95,2,Lost Customers
12969,602,1,122.45,2,Lost Customers
12970,6,10,1524.97,3,Champions
12971,3,116,15704.6,3,Champions
12972,413,4,1161.2,1,At Risk
12973,413,1,385.55,2,Lost Customers
12974,197,2,408.95,2,Lost Customers
12975,436,6,2100.09,1,At Risk
12976,211,8,3156.38,1,At Risk
12977,155,4,517.63,1,At Risk
12978,384,5,2502.82,1,At Risk
12979,728,1,517.7,2,Lost Customers
12980,157,21,16245.78,3,Champions
12981,29,2,372.21999999999997,0,Promising
12982,242,8,2744.81,1,At Risk
12983,597,1,490.08000000000004,2,Lost Customers
12984,18,1,97.5,0,Promising
12985,0,2,1239.38,0,Promising
12986,428,10,2729.84,1,At Risk
12987,73,5,1312.21,1,At Risk
12988,291,1,535.32,2,Lost Customers
12989,2,33,13551.75,3,Champions
12990,30,7,955.5,0,Promising
12991,22,3,764.82,0,Promising
12992,724,1,93.35000000000001,2,Lost Customers
12993,22,8,1259.6299999999999,0,Promising
12994,3,3,974.4200000000001,0,Promising
12995,84,1,211.32,2,Lost Customers
12996,375,1,355.5,2,Lost Customers
12997,21,8,2110.91,3,Champions
12998,492,3,920.08,1,At Risk
12999,195,3,455.88,2,Lost Customers
13000,106,4,1032.5,1,At Risk
13001,3,33,24172.100000000002,3,Champions
13002,317,3,414.13,2,Lost Customers
13003,105,3,149.05,2,Lost Customers
13004,11,36,11650.85,3,Champions
13005,173,4,999.68,1,At Risk
13006,55,1,81.57,2,Lost Customers
13007,579,1,175.25,2,Lost Customers
13008,322,3,612.13,2,Lost Customers
13009,672,1,234.0,2,Lost Customers
13010,373,2,330.12,2,Lost Customers
13011,371,1,50.550000000000004,2,Lost Customers
13012,8,11,2972.83,3,Champions
13013,0,29,11097.43,3,Champions
13014,10,11,5381.08,3,Champions
13015,52,11,6586.42,3,Champions
13016,72,3,789.89,0,Promising
13017,6,1,204.0,0,Promising
13018,15,35,9763.16,3,Champions
13019,378,6,1229.95,1,At Risk
13020,562,2,618.96,2,Lost Customers
13021,3,17,4887.24,3,Champions
13022,429,1,65.3,2,Lost Customers
13023,63,3,1449.03,1,At Risk
13024,470,2,555.87,2,Lost Customers
13025,731,1,323.39,2,Lost Customers
13026,0,9,1733.08,3,Champions
13027,113,19,17335.2,3,Champions
13028,22,2,661.3199999999999,0,Promising
13029,30,5,1927.3,1,At Risk
13030,10,2,799.48,0,Promising
13031,406,5,3419.27,1,At Risk
13032,51,9,2843.55,1,At Risk
13033,356,2,220.55,2,Lost Customers
13034,54,3,756.82,0,Promising
13035,73,3,1364.2,1,At Risk
13036,684,1,307.1,2,Lost Customers
13037,137,12,3914.9500000000003,1,At Risk
13038,79,3,908.46,1,At Risk
13039,583,4,1010.73,1,At Risk
13040,8,2,676.99,0,Promising
13041,450,4,799.13,1,At Risk
13042,597,3,1556.54,1,At Risk
13043,272,1,516.42,2,Lost Customers
13044,290,11,4853.9,1,At Risk
13045,98,3,808.92,1,At Risk
13046,30,3,949.25,0,Promising
13047,31,24,8428.53,3,Champions
13048,13,9,4084.21,3,Champions
13049,63,4,1408.24,1,At Risk
13050,14,35,12016.52,3,Champions
13051,578,2,155.8,2,Lost Customers
13052,211,7,3168.53,1,At Risk
13053,621,1,127.65,2,Lost Customers
13055,77,4,2321.11,1,At Risk
13056,550,1,209.48,2,Lost Customers
13057,529,3,722.09,2,Lost Customers
13058,24,3,271.40000000000003,0,Promising
13059,249,10,2303.17,1,At Risk
13060,253,1,307.53,2,Lost Customers
13061,71,1,248.61,2,Lost Customers
13062,190,1,346.98,2,Lost Customers
13063,480,1,188.4,2,Lost Customers
13064,12,6,1680.74,0,Promising
13065,372,5,1055.05,1,At Risk
13066,23,2,470.8,0,Promising
13067,81,3,508.51,0,Promising
13068,9,2,344.0,0,Promising
13069,0,38,9350.63,3,Champions
13070,191,4,751.7,1,At Risk
13071,611,1,129.22,2,Lost Customers
13072,266,1,177.15,2,Lost Customers
13073,410,2,418.08,2,Lost Customers
13074,510,4,1378.74,1,At Risk
13075,129,1,919.61,2,Lost Customers
13076,457,1,135.4,2,Lost Customers
13077,0,11,2750.9500000000003,3,Champions
13078,2,57,29018.06,3,Champions
13079,3,6,419.18,0,Promising
13080,178,4,280.73,2,Lost Customers
