CustomerID,Segment_Label,Recency,Frequency,Monetary,AvgOrderValue,Tenure,AvgGapDays,Churn_Probability,Churn_Prediction,Risk_Tier,Recommended_Action
13130,Lost Customers,93,1,64.0,64.0,93,,0.6660829782485962,1.0,High,Last Chance: Final win-back email + maximum discount
17844,Lost Customers,106,1,51.559999999999995,51.559999999999995,106,,0.6660829782485962,1.0,High,Last Chance: Final win-back email + maximum discount
15659,Promising,43,3,532.49,177.49666666666667,652,304.0,0.6656137704849243,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
16648,Promising,42,3,672.8000000000001,224.26666666666668,589,273.0,0.6656137704849243,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
13897,Promising,49,3,1160.72,386.9066666666667,676,313.0,0.6656137704849243,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
15597,Promising,34,2,563.37,281.685,574,540.0,0.6656137704849243,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
13904,Promising,36,2,332.64,166.32,294,257.0,0.6656137704849243,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
15385,Promising,39,3,942.0799999999999,314.02666666666664,676,318.0,0.6656137704849243,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
17674,Promising,73,2,551.04,275.52,368,294.0,0.6645600199699402,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
15012,Promising,53,3,669.56,223.18666666666664,576,261.0,0.6632132530212402,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
14537,Promising,57,2,641.4,320.7,622,565.0,0.6622891426086426,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
14171,Lost Customers,97,2,498.79,249.395,729,632.0,0.6622891426086426,1.0,High,Last Chance: Final win-back email + maximum discount
16978,At Risk,77,3,768.88,256.29333333333335,665,294.0,0.6617363691329956,1.0,High,Recovery: Time-limited 30% win-back discount + feedback survey
16413,Promising,56,2,528.98,264.49,375,318.0,0.661619246006012,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
17403,Promising,35,2,400.57,200.285,450,414.0,0.6612123847007751,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
16601,Promising,40,3,684.25,228.08333333333334,622,290.5,0.6603142023086548,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
13103,Promising,39,3,709.6400000000001,236.5466666666667,576,268.0,0.6603142023086548,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
17628,Lost Customers,80,1,75.75,75.75,80,,0.6592522859573364,1.0,High,Last Chance: Final win-back email + maximum discount
16171,Lost Customers,58,1,73.19999999999999,73.19999999999999,58,,0.6592522859573364,1.0,High,Last Chance: Final win-back email + maximum discount
13095,Lost Customers,70,1,74.39999999999999,74.39999999999999,70,,0.6592522859573364,1.0,High,Last Chance: Final win-back email + maximum discount
15744,Lost Customers,77,1,34.8,34.8,77,,0.6592522859573364,1.0,High,Last Chance: Final win-back email + maximum discount
14975,Promising,56,2,472.39,236.195,420,363.0,0.6588200330734253,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
16451,At Risk,87,3,1013.1500000000001,337.7166666666667,734,323.5,0.6587207317352295,1.0,High,Recovery: Time-limited 30% win-back discount + feedback survey
16447,At Risk,135,3,775.1400000000001,258.38000000000005,659,261.5,0.657830536365509,1.0,High,Recovery: Time-limited 30% win-back discount + feedback survey
13245,Promising,50,2,989.22,494.61,431,381.0,0.6576672792434692,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
15994,Promising,54,3,1202.18,400.7266666666667,635,290.5,0.6575655341148376,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
16921,Promising,60,3,446.66999999999996,148.89,599,269.0,0.6567839980125427,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
18278,Promising,73,2,414.20000000000005,207.10000000000002,404,330.0,0.6567839980125427,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
17977,Promising,28,2,1565.63,782.815,399,370.0,0.6567310094833374,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
17011,Promising,29,3,671.6999999999999,223.89999999999998,651,310.0,0.6567310094833374,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
14208,Lost Customers,94,2,567.05,283.525,550,456.0,0.6567181348800659,1.0,High,Last Chance: Final win-back email + maximum discount
12851,Lost Customers,96,2,284.13,142.065,476,380.0,0.6556805372238159,1.0,High,Last Chance: Final win-back email + maximum discount
12538,Promising,28,2,640.45,320.225,377,349.0,0.6552984714508057,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
13091,Promising,27,3,2321.82,773.94,729,350.5,0.6552984714508057,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
17458,Promising,14,2,529.58,264.79,381,366.0,0.6545122265815735,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
15598,Promising,52,2,548.02,274.01,427,374.0,0.6541615724563599,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
17510,Promising,24,2,514.5600000000001,257.28000000000003,420,395.0,0.6541378498077393,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
14902,Promising,25,3,1035.6200000000001,345.2066666666667,553,263.5,0.6541378498077393,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
15374,Lost Customers,128,2,307.32,153.66,624,495.0,0.6532506942749023,1.0,High,Last Chance: Final win-back email + maximum discount
16198,Promising,74,2,1030.0410000000002,515.0205000000001,436,362.0,0.652743399143219,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
15277,Promising,46,2,476.34,238.17,424,378.0,0.6525472402572632,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
17111,Promising,46,2,476.58000000000004,238.29000000000002,424,378.0,0.6525472402572632,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
17647,Promising,64,3,331.65999999999997,110.55333333333333,668,302.0,0.65230393409729,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
13519,Lost Customers,77,2,343.21000000000004,171.60500000000002,442,364.0,0.65230393409729,1.0,High,Last Chance: Final win-back email + maximum discount
17928,Promising,44,3,341.24,113.74666666666667,570,262.5,0.6519129872322083,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
18019,Lost Customers,51,1,38.45,38.45,51,,0.6494171023368835,1.0,High,Last Chance: Final win-back email + maximum discount
15857,Promising,18,2,570.48,285.24,429,411.0,0.648995578289032,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
15115,Promising,17,2,531.85,265.925,732,714.0,0.648995578289032,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
17767,Promising,14,2,413.04999999999995,206.52499999999998,409,394.0,0.6487911343574524,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
14520,Promising,1,2,270.6,135.3,290,289.0,0.6487911343574524,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
16773,Promising,56,3,421.24,140.41333333333333,732,337.5,0.6484466791152954,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
18042,Promising,53,2,281.15,140.575,541,488.0,0.6484466791152954,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
12403,Promising,49,2,1019.3600000000001,509.68000000000006,521,471.0,0.6484425663948059,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
15541,Lost Customers,113,1,85.13000000000001,85.13000000000001,113,,0.6479616165161133,1.0,High,Last Chance: Final win-back email + maximum discount
16776,Promising,59,2,619.8499999999999,309.92499999999995,415,355.0,0.6473719477653503,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
15127,Promising,65,2,711.5,355.75,519,454.0,0.6473719477653503,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
15837,Promising,64,2,777.01,388.505,485,420.0,0.6473719477653503,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
15264,Promising,63,2,848.4000000000001,424.20000000000005,529,466.0,0.6473719477653503,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
12512,Lost Customers,65,2,138.03,69.015,65,0.0,0.6473475694656372,1.0,High,Last Chance: Final win-back email + maximum discount
16936,Promising,25,2,551.1700000000001,275.58500000000004,385,359.0,0.6458712220191956,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
14598,Promising,43,2,384.03999999999996,192.01999999999998,568,525.0,0.6457337141036987,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
16846,Promising,49,3,842.4100000000001,280.80333333333334,639,294.5,0.6456897854804993,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
18268,At Risk,133,6,1490.23,248.37166666666667,728,118.6,0.6452234387397766,1.0,High,Recovery: Time-limited 30% win-back discount + feedback survey
13366,Lost Customers,49,1,56.16,56.16,49,,0.6449915766716003,1.0,High,Last Chance: Final win-back email + maximum discount
14076,Lost Customers,128,1,122.47,122.47,128,,0.6447242498397827,1.0,High,Last Chance: Final win-back email + maximum discount
13273,Lost Customers,112,1,138.98,138.98,112,,0.6447242498397827,1.0,High,Last Chance: Final win-back email + maximum discount
12814,Lost Customers,101,1,125.92,125.92,101,,0.6447242498397827,1.0,High,Last Chance: Final win-back email + maximum discount
15663,Lost Customers,105,1,138.14,138.14,105,,0.6447242498397827,1.0,High,Last Chance: Final win-back email + maximum discount
12968,Lost Customers,111,1,135.95,135.95,111,,0.6447242498397827,1.0,High,Last Chance: Final win-back email + maximum discount
13594,Promising,52,2,533.32,266.66,485,432.0,0.643561601638794,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
15025,Promising,32,2,1013.09,506.545,567,535.0,0.643561601638794,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
15158,Promising,44,2,606.02,303.01,400,356.0,0.643561601638794,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
13974,Promising,48,2,677.72,338.86,581,532.0,0.643561601638794,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
16737,Promising,52,2,835.2,417.6,577,524.0,0.643561601638794,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
17514,Lost Customers,127,2,542.83,271.415,668,541.0,0.6433068513870239,1.0,High,Last Chance: Final win-back email + maximum discount
13710,Promising,31,3,509.52,169.84,611,289.5,0.6424154043197632,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
15524,Promising,24,2,591.4,295.7,606,582.0,0.6418378949165344,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
13513,At Risk,126,3,824.59,274.86333333333334,654,263.5,0.6418077349662781,1.0,High,Recovery: Time-limited 30% win-back discount + feedback survey
15919,Promising,19,2,639.8900000000001,319.94500000000005,368,349.0,0.6417747735977173,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
15097,Promising,3,3,908.3499999999999,302.7833333333333,582,289.0,0.6416168808937073,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
14929,Promising,31,2,836.69,418.345,421,389.0,0.6411587595939636,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
12953,Promising,9,2,828.81,414.405,521,512.0,0.64092618227005,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
13030,Promising,10,2,799.48,399.74,367,356.0,0.64092618227005,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
14954,Promising,11,2,503.44000000000005,251.72000000000003,702,690.0,0.64092618227005,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
14448,Promising,8,2,375.35,187.675,363,354.0,0.64092618227005,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
13068,Promising,9,2,344.0,172.0,319,309.0,0.64092618227005,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
13817,Promising,28,2,382.98,191.49,351,322.0,0.6402402520179749,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
14495,Promising,50,3,174.8,58.26666666666667,659,304.0,0.6400020718574524,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
14772,Lost Customers,111,1,139.26,139.26,111,,0.6397879719734192,1.0,High,Last Chance: Final win-back email + maximum discount
13106,Lost Customers,132,2,603.46,301.73,412,280.0,0.6397684812545776,1.0,High,Last Chance: Final win-back email + maximum discount
17122,At Risk,118,4,570.5,142.625,499,126.33333333333333,0.6396222114562988,1.0,High,Recovery: Time-limited 30% win-back discount + feedback survey
18033,Lost Customers,64,1,97.97,97.97,64,,0.638552188873291,1.0,High,Last Chance: Final win-back email + maximum discount
17620,Lost Customers,59,1,81.44,81.44,59,,0.638552188873291,1.0,High,Last Chance: Final win-back email + maximum discount
13947,Lost Customers,64,1,90.60000000000001,90.60000000000001,64,,0.638552188873291,1.0,High,Last Chance: Final win-back email + maximum discount
14054,Lost Customers,64,1,92.46000000000001,92.46000000000001,64,,0.638552188873291,1.0,High,Last Chance: Final win-back email + maximum discount
14642,Lost Customers,58,1,96.12,96.12,58,,0.638552188873291,1.0,High,Last Chance: Final win-back email + maximum discount
15526,Promising,32,2,148.44,74.22,32,0.0,0.6383754014968872,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
14314,Lost Customers,106,2,229.8,114.9,430,324.0,0.6379284262657166,1.0,High,Last Chance: Final win-back email + maximum discount
12923,Promising,63,3,789.87,263.29,574,255.0,0.63791424036026,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
15504,Promising,80,4,423.85,105.9625,665,194.33333333333334,0.6368836164474487,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
18110,Promising,19,2,435.43,217.715,410,391.0,0.6360583305358887,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
14052,Promising,19,2,480.80999999999995,240.40499999999997,390,371.0,0.6360583305358887,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
15634,Promising,16,2,554.6500000000001,277.32500000000005,382,366.0,0.6360583305358887,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
14793,Promising,20,2,625.9000000000001,312.95000000000005,534,513.0,0.6360583305358887,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
15488,At Risk,92,5,431.92,86.384,582,122.25,0.6353346705436707,1.0,High,Recovery: Time-limited 30% win-back discount + feedback survey
13876,Lost Customers,63,1,122.7,122.7,63,,0.6352770328521729,1.0,High,Last Chance: Final win-back email + maximum discount
13279,Lost Customers,77,1,137.75,137.75,77,,0.6352770328521729,1.0,High,Last Chance: Final win-back email + maximum discount
13364,Lost Customers,70,1,134.96,134.96,70,,0.6352770328521729,1.0,High,Last Chance: Final win-back email + maximum discount
16415,Promising,43,3,719.4399999999999,239.8133333333333,676,315.5,0.6348738074302673,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
14080,Promising,32,5,1115.68,223.13600000000002,736,175.5,0.6348518133163452,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
14436,Lost Customers,98,2,271.7,135.85,553,454.0,0.6347918510437012,1.0,High,Last Chance: Final win-back email + maximum discount
14995,Promising,38,2,233.23000000000002,116.61500000000001,279,241.0,0.6344777941703796,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
16932,Promising,52,3,440.71000000000004,146.90333333333334,570,258.0,0.6340526342391968,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
14972,Lost Customers,127,2,145.07,72.535,380,252.0,0.6339606642723083,1.0,High,Last Chance: Final win-back email + maximum discount
15545,Promising,53,2,292.72,146.36,370,316.0,0.633759617805481,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
14806,Lost Customers,74,2,303.43,151.715,438,363.0,0.6334937810897827,1.0,High,Last Chance: Final win-back email + maximum discount
15603,Lost Customers,78,2,88.48,44.24,647,569.0,0.6332933306694031,1.0,High,Last Chance: Final win-back email + maximum discount
15863,Promising,25,5,358.7,71.74,722,174.0,0.632234513759613,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
16468,Promising,73,3,787.52,262.50666666666666,480,203.0,0.6314284801483154,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
17785,Promising,52,3,403.38,134.46,564,255.5,0.630583643913269,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
17895,Lost Customers,43,1,98.0,98.0,43,,0.6303059458732605,1.0,High,Last Chance: Final win-back email + maximum discount
17030,Lost Customers,63,1,146.87,146.87,63,,0.6302847862243652,1.0,High,Last Chance: Final win-back email + maximum discount
13483,Lost Customers,65,1,140.34,140.34,65,,0.6302847862243652,1.0,High,Last Chance: Final win-back email + maximum discount
15937,Lost Customers,63,1,145.35000000000002,145.35000000000002,63,,0.6302847862243652,1.0,High,Last Chance: Final win-back email + maximum discount
13866,Lost Customers,73,1,145.67,145.67,73,,0.6302847862243652,1.0,High,Last Chance: Final win-back email + maximum discount
14109,Lost Customers,72,1,144.2,144.2,72,,0.6302847862243652,1.0,High,Last Chance: Final win-back email + maximum discount
15276,Promising,65,4,649.53,162.3825,434,122.66666666666667,0.6301171183586121,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
13006,Lost Customers,55,1,81.57,81.57,55,,0.6299325823783875,1.0,High,Last Chance: Final win-back email + maximum discount
17831,Lost Customers,32,1,35.400000000000006,35.400000000000006,32,,0.6293593049049377,1.0,High,Last Chance: Final win-back email + maximum discount
16680,Promising,42,3,821.45,273.81666666666666,534,245.5,0.6289983987808228,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
15683,Lost Customers,116,2,524.54,262.27,473,356.0,0.6289328336715698,1.0,High,Last Chance: Final win-back email + maximum discount
18255,Lost Customers,88,2,303.15,151.575,455,366.0,0.6289190649986267,1.0,High,Last Chance: Final win-back email + maximum discount
17309,Lost Customers,94,3,330.59000000000003,110.19666666666667,672,288.5,0.6287238597869873,1.0,High,Last Chance: Final win-back email + maximum discount
14381,Promising,51,2,631.34,315.67,450,399.0,0.6285195350646973,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
13739,Promising,17,2,292.2,146.1,527,509.0,0.6273956894874573,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
15540,Promising,10,2,460.68,230.34,375,364.0,0.6273956894874573,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
15844,Lost Customers,45,1,130.73999999999998,130.73999999999998,45,,0.6269997954368591,1.0,High,Last Chance: Final win-back email + maximum discount
14143,Lost Customers,133,1,115.8,115.8,133,,0.626728892326355,1.0,High,Last Chance: Final win-back email + maximum discount
13244,Lost Customers,92,1,121.74000000000001,121.74000000000001,92,,0.626728892326355,1.0,High,Last Chance: Final win-back email + maximum discount
17887,Lost Customers,128,1,111.35,111.35,128,,0.626728892326355,1.0,High,Last Chance: Final win-back email + maximum discount
18027,Lost Customers,98,1,115.31,115.31,98,,0.626728892326355,1.0,High,Last Chance: Final win-back email + maximum discount
17233,Promising,34,3,560.86,186.95333333333335,724,344.5,0.6264878511428833,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
12890,Promising,23,2,717.27,358.635,386,363.0,0.6264625191688538,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
16204,Promising,22,3,944.24,314.74666666666667,730,353.0,0.6264625191688538,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
14300,Promising,18,1,43.2,43.2,18,,0.6259864568710327,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
17942,Promising,7,1,77.50000000000001,77.50000000000001,7,,0.6259864568710327,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
18184,Promising,14,1,49.8,49.8,14,,0.6259864568710327,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
15657,Lost Customers,22,1,30.0,30.0,22,,0.6259864568710327,1.0,High,Last Chance: Final win-back email + maximum discount
16542,Promising,53,2,257.32,128.66,400,347.0,0.6258149743080139,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
17711,Promising,10,2,385.1,192.55,289,279.0,0.6255987882614136,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
12789,Promising,64,3,273.35,91.11666666666667,693,314.0,0.625234067440033,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
17148,Lost Customers,51,1,124.88,124.88,51,,0.6251434087753296,1.0,High,Last Chance: Final win-back email + maximum discount
16961,At Risk,115,3,794.56,264.8533333333333,531,207.5,0.6243970990180969,1.0,High,Recovery: Time-limited 30% win-back discount + feedback survey
17339,Lost Customers,93,3,302.36,100.78666666666668,508,207.0,0.6243970990180969,1.0,High,Last Chance: Final win-back email + maximum discount
17964,Promising,31,2,471.7,235.85,371,340.0,0.6238967776298523,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
16433,Promising,27,2,384.52,192.26,408,380.0,0.6231006383895874,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
17898,Promising,84,4,299.18,74.795,566,160.0,0.6230254769325256,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
15516,Lost Customers,44,3,62.43,20.81,46,0.5,0.6228601336479187,1.0,High,Last Chance: Final win-back email + maximum discount
13877,Promising,85,3,449.68,149.89333333333335,689,301.0,0.622811496257782,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
13697,Lost Customers,38,1,151.3,151.3,38,,0.6219616532325745,1.0,High,Last Chance: Final win-back email + maximum discount
14098,Promising,36,1,147.35,147.35,36,,0.6219616532325745,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
16337,Promising,36,1,151.05,151.05,36,,0.6219616532325745,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
15466,At Risk,84,4,1571.01,392.7525,736,216.66666666666666,0.6219432950019836,1.0,High,Recovery: Time-limited 30% win-back discount + feedback survey
15748,Promising,39,3,614.76,204.92,448,204.0,0.6215431690216064,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
16847,Promising,42,2,614.89,307.445,617,574.0,0.621048092842102,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
15986,Promising,29,2,354.42,177.21,381,351.0,0.6209481358528137,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
14484,Promising,49,4,1070.98,267.745,722,223.66666666666666,0.6206101775169373,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
15836,Lost Customers,49,1,137.37,137.37,49,,0.620590329170227,1.0,High,Last Chance: Final win-back email + maximum discount
15888,Promising,80,3,429.15999999999997,143.0533333333333,526,222.5,0.6202440857887268,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
15958,Promising,73,4,492.99,123.2475,550,158.33333333333334,0.6201246976852417,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
16887,Promising,34,3,660.72,220.24,737,351.0,0.6197547316551208,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
17250,Promising,3,2,384.52,192.26,260,257.0,0.6197066903114319,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
15216,Lost Customers,87,2,486.09000000000003,243.04500000000002,618,531.0,0.6196220517158508,1.0,High,Last Chance: Final win-back email + maximum discount
15689,At Risk,119,3,521.03,173.67666666666665,617,248.5,0.6193483471870422,1.0,High,Recovery: Time-limited 30% win-back discount + feedback survey
15254,At Risk,126,3,1088.35,362.7833333333333,560,216.5,0.6191826462745667,1.0,High,Recovery: Time-limited 30% win-back discount + feedback survey
16412,Promising,53,5,647.23,129.446,672,154.75,0.6190789937973022,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
16093,Lost Customers,106,1,17.0,17.0,106,,0.6186051964759827,1.0,High,Last Chance: Final win-back email + maximum discount
17079,Lost Customers,77,1,118.80000000000001,118.80000000000001,77,,0.6170873045921326,1.0,High,Last Chance: Final win-back email + maximum discount
17427,Lost Customers,71,1,100.8,100.8,71,,0.6170873045921326,1.0,High,Last Chance: Final win-back email + maximum discount
14027,Lost Customers,60,1,104.82,104.82,60,,0.6170873045921326,1.0,High,Last Chance: Final win-back email + maximum discount
17957,Lost Customers,65,1,111.68,111.68,65,,0.6170873045921326,1.0,High,Last Chance: Final win-back email + maximum discount
14652,Lost Customers,76,1,114.18,114.18,76,,0.6170873045921326,1.0,High,Last Chance: Final win-back email + maximum discount
13193,Lost Customers,60,1,117.88,117.88,60,,0.6170873045921326,1.0,High,Last Chance: Final win-back email + maximum discount
16106,Lost Customers,65,1,108.38,108.38,65,,0.6170873045921326,1.0,High,Last Chance: Final win-back email + maximum discount
17205,Promising,53,3,999.3499999999999,333.1166666666666,563,255.0,0.6167997121810913,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
