CustomerID,Segment_Label,Recency,Frequency,Monetary,AvgOrderValue,Tenure,AvgGapDays,Churn_Probability,Churn_Prediction,Risk_Tier,Recommended_Action,RFM_Cluster_Label
17409,At Risk,184,10,7793.51,779.351,728,60.111111111111114,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
18231,Champions,191,28,6880.97,245.7489285714286,698,18.22222222222222,,,Lapsed,[Lapsed] VIP Win-Back: Personal call + exclusive loyalty reward + free shipping,Champions
15413,At Risk,691,5,6798.72,1359.7440000000001,738,11.0,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
14461,At Risk,147,13,6713.5,516.4230769230769,690,44.75,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
13734,At Risk,508,4,6701.640000000001,1675.4100000000003,602,31.0,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
14154,At Risk,238,8,6460.7,807.5875,695,64.85714285714286,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
13615,At Risk,318,8,6272.53,784.06625,679,51.142857142857146,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
15369,At Risk,491,11,6251.26,568.2963636363637,731,23.5,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
13935,At Risk,596,3,6116.92,2038.9733333333334,651,27.5,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
12835,Champions,427,41,6043.31,147.3978048780488,736,7.225,,,Lapsed,[Lapsed] VIP Win-Back: Personal call + exclusive loyalty reward + free shipping,Champions
15372,At Risk,136,8,6017.0599999999995,752.1324999999999,663,75.0,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
15202,At Risk,419,3,6001.49,2000.4966666666667,420,0.0,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
14105,At Risk,238,5,5988.83,1197.766,720,120.0,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
16320,At Risk,171,6,5628.990000000001,938.1650000000001,680,101.4,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
14249,At Risk,410,12,5625.461,468.7884166666667,678,24.181818181818183,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
17204,At Risk,174,9,5504.6900000000005,611.6322222222223,547,46.125,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
14459,At Risk,154,2,5375.741,2687.8705,650,496.0,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
14442,At Risk,204,7,5367.02,766.7171428571429,689,80.66666666666667,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
16546,At Risk,290,5,5307.07,1061.414,441,37.25,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
12755,At Risk,280,11,5236.26,476.0236363636364,693,40.9,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
12510,At Risk,142,9,5178.02,575.3355555555556,734,73.5,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
12625,At Risk,211,4,5164.88,1291.22,596,127.66666666666667,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
14081,At Risk,301,10,4946.58,494.658,728,47.22222222222222,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
16919,Champions,155,24,4927.56,205.31500000000003,476,13.478260869565217,,,Lapsed,[Lapsed] VIP Win-Back: Personal call + exclusive loyalty reward + free shipping,Champions
13659,At Risk,205,12,4894.88,407.9066666666667,660,41.0,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
15332,At Risk,365,6,4892.68,815.4466666666667,512,29.0,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
15379,At Risk,168,8,4877.84,609.73,400,32.42857142857143,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
13044,At Risk,290,11,4853.9,441.26363636363635,699,40.3,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
17829,At Risk,298,5,4756.74,951.348,654,88.75,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
13958,At Risk,379,8,4709.23,588.65375,733,50.285714285714285,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
12916,At Risk,138,7,4654.02,664.86,684,90.33333333333333,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
14685,At Risk,575,8,4619.79,577.47375,726,21.0,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
17508,At Risk,280,8,4579.2300000000005,572.4037500000001,732,64.0,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
14648,At Risk,415,15,4546.86,303.12399999999997,728,21.928571428571427,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
17308,At Risk,392,2,4511.76,2255.88,452,59.0,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
14625,At Risk,195,11,4497.88,408.89818181818185,722,52.3,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
17138,At Risk,275,7,4417.27,631.0385714285715,672,65.66666666666667,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
16749,At Risk,590,2,4387.08,2193.54,723,132.0,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
16118,At Risk,652,1,4376.25,4376.25,652,,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
15633,At Risk,508,13,4352.46,334.8046153846154,730,17.916666666666668,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
16072,At Risk,287,4,4328.89,1082.2225,548,86.33333333333333,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
16125,At Risk,366,14,4298.3,307.0214285714286,724,26.923076923076923,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
16858,At Risk,368,10,4292.59,429.259,724,39.0,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
17406,At Risk,332,13,4202.95,323.30384615384617,732,32.75,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
14740,At Risk,196,11,4161.06,378.27818181818185,652,45.0,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
12653,At Risk,148,3,4160.83,1386.9433333333334,526,188.5,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
14025,At Risk,464,8,4057.9,507.2375,583,16.571428571428573,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
12840,At Risk,143,7,4041.9700000000003,577.4242857142857,673,87.83333333333333,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
15665,At Risk,167,5,4015.12,803.024,634,116.25,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
13542,At Risk,376,17,4006.17,235.6570588235294,728,21.5625,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
17307,At Risk,394,11,3999.8900000000003,363.6263636363637,688,29.0,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
14817,At Risk,199,7,3959.86,565.6942857142857,627,70.66666666666667,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
14465,At Risk,246,11,3946.03,358.73,700,45.0,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
13037,At Risk,137,12,3914.9500000000003,326.24583333333334,735,53.81818181818182,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
17646,At Risk,218,12,3898.79,324.89916666666664,723,45.36363636363637,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
15823,At Risk,371,3,3882.1700000000005,1294.0566666666668,730,179.0,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
13446,At Risk,429,11,3881.8900000000003,352.89909090909094,663,22.9,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
14532,At Risk,235,11,3859.18,350.83454545454543,698,45.8,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
13357,At Risk,256,5,3838.36,767.672,626,92.0,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
15704,At Risk,139,6,3817.96,636.3266666666667,582,88.2,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
16636,At Risk,437,4,3802.04,950.51,645,68.66666666666667,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
12623,At Risk,275,7,3747.84,535.4057142857143,696,69.66666666666667,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
16772,At Risk,422,3,3723.55,1241.1833333333334,721,149.0,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
12737,At Risk,498,2,3710.5,1855.25,498,0.0,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
12857,At Risk,210,6,3688.0,614.6666666666666,682,94.0,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
12468,At Risk,187,5,3670.74,734.1479999999999,682,123.25,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
14770,At Risk,231,8,3637.6400000000003,454.70500000000004,651,59.42857142857143,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
15079,At Risk,212,11,3625.4,329.58181818181816,731,51.6,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
15222,At Risk,318,11,3550.91,322.81,722,39.8,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
16336,At Risk,420,4,3517.6899999999996,879.4224999999999,631,70.0,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
18168,At Risk,175,16,3506.97,219.185625,735,36.86666666666667,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
13929,At Risk,168,11,3494.1,317.6454545454545,694,52.3,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
17597,At Risk,213,5,3484.09,696.818,582,91.75,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
12377,At Risk,314,4,3426.32,856.58,588,91.0,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
17876,At Risk,399,3,3424.02,1141.34,674,137.5,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
13031,At Risk,406,5,3419.27,683.854,553,36.25,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
16067,At Risk,562,3,3395.29,1131.7633333333333,674,55.5,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
13135,At Risk,196,2,3371.45,1685.725,490,294.0,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
13707,At Risk,266,5,3365.8599999999997,673.1719999999999,536,67.0,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
15538,At Risk,537,6,3358.4,559.7333333333333,663,24.8,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
15265,At Risk,150,4,3345.64,836.41,737,195.33333333333334,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
12424,At Risk,162,4,3340.0299999999997,835.0074999999999,547,128.33333333333334,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
16351,At Risk,332,13,3330.03,256.15615384615387,734,33.0,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
13291,At Risk,155,11,3320.84,301.8945454545455,665,50.4,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
12872,At Risk,326,12,3306.96,275.58,735,36.72727272727273,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
13214,At Risk,417,7,3264.23,466.31857142857143,645,37.666666666666664,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
15057,At Risk,274,5,3255.96,651.192,733,114.25,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
12770,At Risk,210,2,3246.45,1623.225,456,245.0,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
14669,At Risk,241,7,3243.9300000000003,463.41857142857145,736,82.16666666666667,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
13052,At Risk,211,7,3168.53,452.6471428571429,654,73.16666666666667,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
12976,At Risk,211,8,3156.38,394.5475,664,64.42857142857143,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
15614,At Risk,437,4,3147.36,786.84,626,62.666666666666664,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
13786,At Risk,366,6,3128.54,521.4233333333333,735,73.4,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
17145,At Risk,512,4,3120.91,780.2275,658,48.333333333333336,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
12511,At Risk,428,1,3084.02,3084.02,428,,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
12469,At Risk,522,2,3070.54,1535.27,536,14.0,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
14161,At Risk,215,7,3035.73,433.67571428571426,726,84.5,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
16718,At Risk,368,5,3023.7799999999997,604.756,732,90.25,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
13485,At Risk,232,11,3019.2200000000003,274.4745454545455,735,49.9,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
12754,At Risk,235,3,3010.74,1003.5799999999999,308,36.0,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
14590,At Risk,424,20,3006.62,150.331,731,15.631578947368421,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
17032,At Risk,547,8,3004.6,375.575,728,25.571428571428573,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
15182,At Risk,153,11,2998.952,272.632,656,50.0,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
16736,At Risk,505,5,2956.56,591.312,735,57.0,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
14867,At Risk,185,16,2952.06,184.50375,733,36.2,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
13253,At Risk,156,4,2951.11,737.7775,703,182.0,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
17444,At Risk,147,3,2940.04,980.0133333333333,172,12.5,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
12967,At Risk,357,3,2938.5200000000004,979.5066666666668,383,12.0,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
13501,At Risk,287,3,2885.1099999999997,961.7033333333333,569,140.5,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
12806,At Risk,434,4,2878.96,719.74,588,50.666666666666664,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
16467,At Risk,508,7,2869.16,409.88,737,37.666666666666664,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
14758,At Risk,144,7,2864.97,409.28142857142853,610,77.16666666666667,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
15353,At Risk,254,7,2864.3,409.1857142857143,737,80.0,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
13963,At Risk,307,17,2860.57,168.26882352941178,596,17.5625,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
14935,At Risk,296,2,2849.83,1424.915,619,322.0,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
13205,At Risk,442,1,2803.2,2803.2,442,,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
16335,At Risk,551,7,2774.0,396.2857142857143,735,30.333333333333332,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
15235,At Risk,217,16,2772.76,173.2975,388,11.0,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
15817,At Risk,420,3,2766.4,922.1333333333333,542,60.5,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
12982,At Risk,242,8,2744.81,343.10125,605,51.42857142857143,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
17241,At Risk,384,12,2744.1400000000003,228.67833333333337,661,24.636363636363637,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
12669,At Risk,150,3,2744.0299999999997,914.6766666666666,256,52.5,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
15389,At Risk,171,5,2733.8,546.76,681,126.75,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
12986,At Risk,428,10,2729.84,272.98400000000004,687,28.444444444444443,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
13819,At Risk,301,6,2642.35,440.39166666666665,737,86.8,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
16276,At Risk,176,3,2629.3900000000003,876.4633333333335,607,215.0,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
14548,At Risk,150,9,2627.49,291.9433333333333,732,72.625,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
12671,At Risk,605,1,2622.481,2622.481,605,,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
14195,At Risk,201,6,2615.6,435.93333333333334,633,86.2,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
14431,At Risk,302,4,2614.2,653.55,687,127.66666666666667,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
14564,At Risk,434,2,2605.62,1302.81,735,300.0,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
13151,At Risk,295,3,2580.7400000000002,860.2466666666668,627,165.5,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
16499,At Risk,359,8,2578.34,322.2925,546,26.142857142857142,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
17550,At Risk,196,9,2547.64,283.0711111111111,669,58.625,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
17465,At Risk,425,7,2542.79,363.2557142857143,735,51.333333333333336,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
16889,At Risk,194,6,2530.9,421.81666666666666,565,73.8,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
15716,At Risk,145,11,2509.71,228.15545454545455,732,58.1,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
12978,At Risk,384,5,2502.82,500.564,729,85.75,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
16202,At Risk,360,9,2501.99,277.99888888888887,737,46.75,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
14256,At Risk,259,5,2473.9900000000002,494.79800000000006,694,108.25,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
13762,At Risk,218,5,2472.48,494.496,698,119.25,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
13338,At Risk,157,4,2445.62,611.405,703,181.0,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
15623,At Risk,140,8,2437.05,304.63125,728,83.57142857142857,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
17505,At Risk,161,5,2435.48,487.096,604,110.5,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
13085,At Risk,157,8,2433.28,304.16,738,82.71428571428571,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey,At Risk
