CustomerID,Segment_Label,Recency,Frequency,Monetary,AvgOrderValue,Tenure,AvgGapDays,Churn_Probability,Churn_Prediction,Risk_Tier,Recommended_Action
12364,Promising,7,4,1313.1,328.275,111,34.333333333333336,0.28141045570373535,0.0,Low,Nurture: Monthly newsletter + loyalty point updates
12365,Lost Customers,290,2,641.38,320.69,290,0.0,,,Lapsed,[Lapsed] Last Chance: Final win-back email + maximum discount
12366,Lost Customers,633,1,500.24,500.24,633,,,,Lapsed,[Lapsed] Last Chance: Final win-back email + maximum discount
12367,Promising,3,1,168.9,168.9,3,,0.5384879112243652,1.0,Medium,Nudge: Reminder email + product recommendation + limited offer
12368,Lost Customers,627,1,917.7,917.7,627,,,,Lapsed,[Lapsed] Last Chance: Final win-back email + maximum discount
12369,At Risk,412,3,1791.1499999999999,597.05,641,113.5,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey
12370,At Risk,50,7,4320.3099999999995,617.1871428571428,668,102.66666666666667,0.3558334410190582,0.0,Medium,Re-engage: Best-seller showcase email + 15% discount
12371,At Risk,44,5,4067.38,813.476,644,149.5,0.41019007563591003,0.0,Medium,Re-engage: Best-seller showcase email + 15% discount
12372,At Risk,71,3,1298.04,432.68,296,112.0,0.43184134364128113,0.0,Medium,Re-engage: Best-seller showcase email + 15% discount
12373,At Risk,310,3,1127.65,375.8833333333334,673,180.5,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey
12374,Promising,24,4,2989.2200000000003,747.3050000000001,587,187.33333333333334,0.4877282977104187,0.0,Medium,Nudge: Reminder email + product recommendation + limited offer
12375,Promising,10,2,457.5,228.75,97,87.0,0.45030686259269714,0.0,Medium,Nudge: Reminder email + product recommendation + limited offer
12376,Lost Customers,389,2,503.15,251.575,417,28.0,,,Lapsed,[Lapsed] Last Chance: Final win-back email + maximum discount
12377,At Risk,314,4,3426.32,856.58,588,91.0,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey
12378,At Risk,129,2,5416.32,2708.16,561,432.0,0.5588988661766052,1.0,High,Recovery: Time-limited 30% win-back discount + feedback survey
12379,At Risk,81,4,1620.22,405.055,534,150.66666666666666,0.5251514315605164,1.0,Medium,Re-engage: Best-seller showcase email + 15% discount
12380,Champions,21,11,9676.300000000001,879.6636363636364,662,63.7,0.29082319140434265,0.0,Low,Retain: Enrol in VIP loyalty program + send thank-you offer
12381,Promising,4,5,1845.31,369.062,119,28.25,0.1930597573518753,0.0,Low,Nurture: Monthly newsletter + loyalty point updates
12383,At Risk,184,5,1850.56,370.11199999999997,351,41.25,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey
12384,Promising,28,2,585.27,292.635,121,92.0,0.42316901683807373,0.0,Medium,Nudge: Reminder email + product recommendation + limited offer
12385,At Risk,378,1,1938.4,1938.4,378,,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey
12386,Lost Customers,337,2,401.90000000000003,200.95000000000002,366,29.0,,,Lapsed,[Lapsed] Last Chance: Final win-back email + maximum discount
12387,Lost Customers,414,1,143.94,143.94,414,,,,Lapsed,[Lapsed] Last Chance: Final win-back email + maximum discount
12388,Champions,15,8,3901.11,487.63875,581,80.42857142857143,0.2825299799442291,0.0,Low,Retain: Enrol in VIP loyalty program + send thank-you offer
12389,At Risk,402,3,1433.33,477.77666666666664,655,126.0,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey
12390,Lost Customers,79,1,549.84,549.84,79,,0.5564481616020203,1.0,High,Last Chance: Final win-back email + maximum discount
12391,Champions,21,6,2773.42,462.2366666666667,662,128.0,0.46614140272140503,0.0,Medium,Early Alert: Personalised product recommendation based on past purchases
12392,Lost Customers,590,1,234.75000000000003,234.75000000000003,590,,,,Lapsed,[Lapsed] Last Chance: Final win-back email + maximum discount
12393,At Risk,71,6,2399.45,399.9083333333333,427,70.8,0.3634568452835083,0.0,Medium,Re-engage: Best-seller showcase email + 15% discount
12394,Promising,63,2,1272.48,636.24,216,153.0,0.4817209541797638,0.0,Medium,Nudge: Reminder email + product recommendation + limited offer
12395,Champions,18,15,4721.17,314.74466666666666,602,41.214285714285715,0.1814240664243698,0.0,Low,Retain: Enrol in VIP loyalty program + send thank-you offer
12396,Lost Customers,673,1,931.4300000000001,931.4300000000001,673,,,,Lapsed,[Lapsed] Last Chance: Final win-back email + maximum discount
12397,Promising,35,2,2409.8999999999996,1204.9499999999998,134,99.0,0.36441177129745483,0.0,Medium,Nudge: Reminder email + product recommendation + limited offer
12398,Promising,45,1,1635.6599999999999,1635.6599999999999,45,,0.4990008771419525,0.0,Medium,Nudge: Reminder email + product recommendation + limited offer
12399,At Risk,118,7,1962.3,280.3285714285714,644,87.33333333333333,0.3777468502521515,0.0,Medium,Re-engage: Best-seller showcase email + 15% discount
12400,Lost Customers,413,1,205.25,205.25,413,,,,Lapsed,[Lapsed] Last Chance: Final win-back email + maximum discount
12401,Lost Customers,302,1,84.3,84.3,302,,,,Lapsed,[Lapsed] Last Chance: Final win-back email + maximum discount
12402,At Risk,322,6,1256.9,209.48333333333335,670,69.0,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey
12403,Promising,49,2,1019.3600000000001,509.68000000000006,521,471.0,0.6484425663948059,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
12404,Lost Customers,681,1,63.24,63.24,681,,,,Lapsed,[Lapsed] Last Chance: Final win-back email + maximum discount
12405,At Risk,148,1,1710.39,1710.39,148,,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey
12406,Champions,21,5,6390.360000000001,1278.0720000000001,696,168.25,0.40451762080192566,0.0,Medium,Early Alert: Personalised product recommendation based on past purchases
12407,At Risk,49,5,1708.12,341.62399999999997,263,53.0,0.2802363634109497,0.0,Low,Monitor: Add to re-engagement campaign
12408,Champions,32,8,4340.77,542.59625,497,66.14285714285714,0.26379311084747314,0.0,Low,Retain: Enrol in VIP loyalty program + send thank-you offer
12409,Champions,78,7,23419.29,3345.612857142857,564,80.66666666666667,0.33736273646354675,0.0,Low,Retain: Enrol in VIP loyalty program + send thank-you offer
12410,At Risk,308,3,1013.71,337.90333333333336,501,96.5,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey
12411,Lost Customers,409,1,346.9,346.9,409,,,,Lapsed,[Lapsed] Last Chance: Final win-back email + maximum discount
12412,At Risk,74,6,2596.93,432.82166666666666,538,92.4,0.3820105493068695,0.0,Medium,Re-engage: Best-seller showcase email + 15% discount
12413,At Risk,66,4,999.45,249.8625,401,111.33333333333333,0.48215168714523315,0.0,Medium,Re-engage: Best-seller showcase email + 15% discount
12414,At Risk,216,6,952.4100000000001,158.735,463,49.0,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey
12415,Champions,23,28,144458.37,5159.2275,527,18.14814814814815,0.14221541583538055,0.0,Low,Retain: Enrol in VIP loyalty program + send thank-you offer
12416,Lost Customers,656,1,202.56,202.56,656,,,,Lapsed,[Lapsed] Last Chance: Final win-back email + maximum discount
12417,Champions,2,20,6816.91,340.8455,733,37.94736842105263,0.17495284974575043,0.0,Low,Retain: Enrol in VIP loyalty program + send thank-you offer
12418,At Risk,112,4,2021.2,505.3,629,172.0,0.5117315053939819,1.0,Medium,Re-engage: Best-seller showcase email + 15% discount
12419,Lost Customers,385,2,503.01,251.505,413,27.0,,,Lapsed,[Lapsed] Last Chance: Final win-back email + maximum discount
12420,Promising,63,1,600.39,600.39,63,,0.5564481616020203,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
12421,Promising,15,6,1098.6,183.1,504,97.4,0.4156382381916046,0.0,Medium,Nudge: Reminder email + product recommendation + limited offer
12422,Champions,95,17,5231.8,307.7529411764706,721,38.5,0.3990582227706909,0.0,Medium,Early Alert: Personalised product recommendation based on past purchases
12423,Champions,0,10,2622.39,262.239,465,51.111111111111114,0.23360896110534668,0.0,Low,Retain: Enrol in VIP loyalty program + send thank-you offer
12424,At Risk,162,4,3340.0299999999997,835.0074999999999,547,128.33333333333334,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey
12425,At Risk,77,2,1741.41,870.705,447,370.0,0.5996490716934204,1.0,High,Recovery: Time-limited 30% win-back discount + feedback survey
12426,At Risk,194,2,1345.21,672.605,662,468.0,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey
12427,Promising,21,3,825.8,275.26666666666665,371,174.5,0.4718288779258728,0.0,Medium,Nudge: Reminder email + product recommendation + limited offer
12428,Champions,25,9,7956.46,884.0511111111111,283,31.875,0.18507154285907745,0.0,Low,Retain: Enrol in VIP loyalty program + send thank-you offer
12429,Champions,8,8,6204.41,775.55125,545,76.42857142857143,0.33664217591285706,0.0,Low,Retain: Enrol in VIP loyalty program + send thank-you offer
12430,Promising,42,1,256.4,256.4,42,,0.5724438428878784,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
12431,Champions,35,27,10499.72,388.8785185185185,693,24.923076923076923,0.14949356019496918,0.0,Low,Retain: Enrol in VIP loyalty program + send thank-you offer
12432,At Risk,42,5,5059.32,1011.8639999999999,171,32.0,0.2127636969089508,0.0,Low,Monitor: Add to re-engagement campaign
12433,Champions,0,10,16794.14,1679.414,476,52.44444444444444,0.22149290144443512,0.0,Low,Retain: Enrol in VIP loyalty program + send thank-you offer
12434,At Risk,84,3,1103.43,367.81,380,147.5,0.5282794237136841,1.0,Medium,Re-engage: Best-seller showcase email + 15% discount
12435,At Risk,79,6,13925.93,2320.9883333333332,736,131.2,0.45458826422691345,0.0,Medium,Re-engage: Best-seller showcase email + 15% discount
12436,Lost Customers,99,1,509.01,509.01,99,,0.5534994006156921,1.0,High,Last Chance: Final win-back email + maximum discount
12437,Champions,1,39,12683.4,325.2153846153846,736,18.86842105263158,0.135163813829422,0.0,Low,Retain: Enrol in VIP loyalty program + send thank-you offer
12438,Promising,13,2,2906.85,1453.425,139,125.0,0.3744582235813141,0.0,Medium,Nudge: Reminder email + product recommendation + limited offer
12439,Lost Customers,682,2,1158.18,579.09,725,43.0,,,Lapsed,[Lapsed] Last Chance: Final win-back email + maximum discount
12440,Lost Customers,461,2,859.2,429.6,717,255.0,,,Lapsed,[Lapsed] Last Chance: Final win-back email + maximum discount
12441,Lost Customers,366,1,173.55,173.55,366,,,,Lapsed,[Lapsed] Last Chance: Final win-back email + maximum discount
12442,Promising,2,1,172.06,172.06,2,,0.5384879112243652,1.0,Medium,Nudge: Reminder email + product recommendation + limited offer
12443,Lost Customers,731,1,485.31,485.31,731,,,,Lapsed,[Lapsed] Last Chance: Final win-back email + maximum discount
12444,Champions,20,5,5005.46,1001.092,170,37.25,0.18088719248771667,0.0,Low,Retain: Enrol in VIP loyalty program + send thank-you offer
12445,Promising,21,2,434.98,217.49,420,398.0,0.5952858924865723,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
12446,Promising,57,1,1002.3100000000001,1002.3100000000001,57,,0.5317063927650452,1.0,Medium,Nudge: Reminder email + product recommendation + limited offer
12447,Lost Customers,242,1,476.49,476.49,242,,,,Lapsed,[Lapsed] Last Chance: Final win-back email + maximum discount
12448,Promising,43,1,449.45,449.45,43,,0.4927672743797302,0.0,Medium,Nudge: Reminder email + product recommendation + limited offer
12449,Champions,21,6,4835.89,805.9816666666667,438,82.8,0.3470360338687897,0.0,Low,Retain: Enrol in VIP loyalty program + send thank-you offer
12450,At Risk,155,5,688.2,137.64000000000001,473,79.0,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey
12451,Champions,10,8,12669.88,1583.735,528,73.57142857142857,0.24305035173892975,0.0,Low,Retain: Enrol in VIP loyalty program + send thank-you offer
12452,Promising,16,2,430.57,215.285,16,0.0,0.48788920044898987,0.0,Medium,Nudge: Reminder email + product recommendation + limited offer
12453,Lost Customers,133,1,707.09,707.09,133,,0.5419004559516907,1.0,Medium,Re-activation: Welcome-back campaign + highlight what's new
12454,Champions,55,5,16679.78,3335.9559999999997,420,90.5,0.37676408886909485,0.0,Medium,Early Alert: Personalised product recommendation based on past purchases
12455,Champions,72,10,5879.95,587.995,721,71.44444444444444,0.295174777507782,0.0,Low,Retain: Enrol in VIP loyalty program + send thank-you offer
12456,At Risk,43,3,3181.04,1060.3466666666666,254,104.5,0.37255728244781494,0.0,Medium,Re-engage: Best-seller showcase email + 15% discount
12457,At Risk,65,8,2995.91,374.48875,434,52.142857142857146,0.32322269678115845,0.0,Low,Monitor: Add to re-engagement campaign
12458,At Risk,70,4,1777.49,444.3725,487,138.33333333333334,0.47422683238983154,0.0,Medium,Re-engage: Best-seller showcase email + 15% discount
12459,Lost Customers,604,1,454.36,454.36,604,,,,Lapsed,[Lapsed] Last Chance: Final win-back email + maximum discount
12460,Lost Customers,455,1,326.65,326.65,455,,,,Lapsed,[Lapsed] Last Chance: Final win-back email + maximum discount
12461,Promising,93,2,826.88,413.44,154,60.0,0.40009814500808716,0.0,Medium,Nudge: Reminder email + product recommendation + limited offer
12462,Promising,18,2,1189.5900000000001,594.7950000000001,302,284.0,0.4880269765853882,0.0,Medium,Nudge: Reminder email + product recommendation + limited offer
12463,At Risk,52,4,1344.78,336.195,241,62.0,0.3614472448825836,0.0,Medium,Re-engage: Best-seller showcase email + 15% discount
12464,Promising,9,8,1212.05,151.50625,308,42.285714285714285,0.23333297669887543,0.0,Low,Nurture: Monthly newsletter + loyalty point updates
12465,Promising,16,2,742.19,371.095,168,152.0,0.47435587644577026,0.0,Medium,Nudge: Reminder email + product recommendation + limited offer
12466,Lost Customers,681,1,56.73,56.73,681,,,,Lapsed,[Lapsed] Last Chance: Final win-back email + maximum discount
12467,Lost Customers,422,1,132.8,132.8,422,,,,Lapsed,[Lapsed] Last Chance: Final win-back email + maximum discount
12468,At Risk,187,5,3670.74,734.1479999999999,682,123.25,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey
12469,At Risk,522,2,3070.54,1535.27,536,14.0,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey
12470,Lost Customers,689,1,211.95,211.95,689,,,,Lapsed,[Lapsed] Last Chance: Final win-back email + maximum discount
12471,Champions,1,79,39963.79,505.8707594936709,732,9.08974358974359,0.135163813829422,0.0,Low,Retain: Enrol in VIP loyalty program + send thank-you offer
12472,Champions,31,19,16249.29,855.2257894736842,725,37.77777777777778,0.19372792541980743,0.0,Low,Retain: Enrol in VIP loyalty program + send thank-you offer
12473,At Risk,28,5,3938.55,787.71,191,40.25,0.18572178483009338,0.0,Low,Monitor: Add to re-engagement campaign
12474,Champions,16,31,12424.45,400.7887096774194,666,21.133333333333333,0.14037325978279114,0.0,Low,Retain: Enrol in VIP loyalty program + send thank-you offer
12475,Promising,53,2,1149.6399999999999,574.8199999999999,409,356.0,0.5797392129898071,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
12476,Champions,15,23,14115.41,613.7134782608696,501,21.727272727272727,0.14226925373077393,0.0,Low,Retain: Enrol in VIP loyalty program + send thank-you offer
12477,Champions,22,9,20276.37,2252.93,622,74.75,0.25096577405929565,0.0,Low,Retain: Enrol in VIP loyalty program + send thank-you offer
12478,Promising,3,1,680.99,680.99,3,,0.48163169622421265,0.0,Medium,Nudge: Reminder email + product recommendation + limited offer
12479,Promising,10,1,527.2,527.2,10,,0.49501410126686096,0.0,Medium,Nudge: Reminder email + product recommendation + limited offer
12480,Champions,27,7,5464.85,780.6928571428572,506,79.5,0.3355094790458679,0.0,Low,Retain: Enrol in VIP loyalty program + send thank-you offer
12481,Champions,22,15,12202.01,813.4673333333334,606,41.285714285714285,0.18834714591503143,0.0,Low,Retain: Enrol in VIP loyalty program + send thank-you offer
12482,Champions,575,29,23691.4,816.944827586207,653,2.642857142857143,,,Lapsed,[Lapsed] VIP Win-Back: Personal call + exclusive loyalty reward + free shipping
12483,Champions,16,19,5120.58,269.5042105263158,676,36.166666666666664,0.17619092762470245,0.0,Low,Retain: Enrol in VIP loyalty program + send thank-you offer
12484,Champions,32,12,6370.150000000001,530.8458333333334,680,58.54545454545455,0.2451515644788742,0.0,Low,Retain: Enrol in VIP loyalty program + send thank-you offer
12485,Lost Customers,528,1,708.1,708.1,528,,,,Lapsed,[Lapsed] Last Chance: Final win-back email + maximum discount
12486,Lost Customers,431,1,1037.28,1037.28,431,,,,Lapsed,[Lapsed] Last Chance: Final win-back email + maximum discount
12487,Lost Customers,730,1,285.3,285.3,730,,,,Lapsed,[Lapsed] Last Chance: Final win-back email + maximum discount
12488,Promising,9,3,1298.66,432.8866666666667,75,32.5,0.28141045570373535,0.0,Low,Nurture: Monthly newsletter + loyalty point updates
12489,Lost Customers,335,1,334.93,334.93,335,,,,Lapsed,[Lapsed] Last Chance: Final win-back email + maximum discount
12490,Champions,4,21,9823.64,467.79238095238094,737,36.25,0.14756518602371216,0.0,Low,Retain: Enrol in VIP loyalty program + send thank-you offer
12491,Promising,38,1,460.40000000000003,460.40000000000003,38,,0.5386487245559692,1.0,Medium,Nudge: Reminder email + product recommendation + limited offer
12492,Promising,62,3,715.21,238.40333333333334,402,169.5,0.5767763257026672,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
12493,Lost Customers,165,2,433.74,216.87,196,31.0,,,Lapsed,[Lapsed] Last Chance: Final win-back email + maximum discount
12494,Champions,15,9,1815.27,201.69666666666666,575,69.375,0.3284335136413574,0.0,Low,Retain: Enrol in VIP loyalty program + send thank-you offer
12495,Lost Customers,640,1,357.4,357.4,640,,,,Lapsed,[Lapsed] Last Chance: Final win-back email + maximum discount
12496,Lost Customers,619,2,54.09,27.045,619,0.0,,,Lapsed,[Lapsed] Last Chance: Final win-back email + maximum discount
12497,At Risk,81,3,6248.5,2082.8333333333335,644,281.0,0.5757355690002441,1.0,High,Recovery: Time-limited 30% win-back discount + feedback survey
12498,Promising,20,3,403.70000000000005,134.5666666666667,57,18.0,0.3684542179107666,0.0,Medium,Nudge: Reminder email + product recommendation + limited offer
12499,Lost Customers,559,1,393.72,393.72,559,,,,Lapsed,[Lapsed] Last Chance: Final win-back email + maximum discount
12500,Champions,22,19,5955.21,313.4321052631579,672,35.72222222222222,0.15171988308429718,0.0,Low,Retain: Enrol in VIP loyalty program + send thank-you offer
12501,At Risk,336,1,2169.39,2169.39,336,,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey
12502,At Risk,95,5,3723.87,744.774,309,53.25,0.3196505010128021,0.0,Low,Monitor: Add to re-engagement campaign
12503,Lost Customers,583,1,1126.0,1126.0,583,,,,Lapsed,[Lapsed] Last Chance: Final win-back email + maximum discount
12504,Promising,17,4,779.05,194.7625,596,192.33333333333334,0.4684397280216217,0.0,Medium,Nudge: Reminder email + product recommendation + limited offer
12505,Lost Customers,408,1,955.2,955.2,408,,,,Lapsed,[Lapsed] Last Chance: Final win-back email + maximum discount
12506,Lost Customers,232,1,73.5,73.5,232,,,,Lapsed,[Lapsed] Last Chance: Final win-back email + maximum discount
12507,At Risk,133,4,1844.06,461.015,584,150.0,0.4706173241138458,0.0,Medium,Re-engage: Best-seller showcase email + 15% discount
12508,Promising,25,2,398.27,199.135,28,2.0,0.48326629400253296,0.0,Medium,Nudge: Reminder email + product recommendation + limited offer
12509,Lost Customers,283,1,176.5,176.5,283,,,,Lapsed,[Lapsed] Last Chance: Final win-back email + maximum discount
12510,At Risk,142,9,5178.02,575.3355555555556,734,73.5,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey
12511,At Risk,428,1,3084.02,3084.02,428,,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey
12512,Lost Customers,65,2,138.03,69.015,65,0.0,0.6473475694656372,1.0,High,Last Chance: Final win-back email + maximum discount
12513,Lost Customers,112,1,612.29,612.29,112,,0.5564481616020203,1.0,High,Last Chance: Final win-back email + maximum discount
12514,At Risk,266,2,1597.7600000000002,798.8800000000001,641,374.0,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey
12515,Lost Customers,352,1,383.7,383.7,352,,,,Lapsed,[Lapsed] Last Chance: Final win-back email + maximum discount
12516,At Risk,77,4,2648.62,662.155,598,173.33333333333334,0.4767240583896637,0.0,Medium,Re-engage: Best-seller showcase email + 15% discount
12517,At Risk,27,5,2502.84,500.56800000000004,189,40.0,0.1916828155517578,0.0,Low,Monitor: Add to re-engagement campaign
12518,Promising,0,5,2056.89,411.378,109,27.0,0.19830486178398132,0.0,Low,Nurture: Monthly newsletter + loyalty point updates
12519,Promising,63,2,726.5400000000001,363.27000000000004,476,413.0,0.6693094968795776,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
12520,At Risk,78,5,2634.26,526.8520000000001,273,48.25,0.30491673946380615,0.0,Low,Monitor: Add to re-engagement campaign
12521,Lost Customers,142,1,599.68,599.68,142,,,,Lapsed,[Lapsed] Last Chance: Final win-back email + maximum discount
12522,Promising,38,2,192.72,96.36,50,12.0,0.5195459127426147,1.0,Medium,Nudge: Reminder email + product recommendation + limited offer
12523,Champions,18,23,4372.15,190.09347826086955,731,31.863636363636363,0.1595134139060974,0.0,Low,Retain: Enrol in VIP loyalty program + send thank-you offer
12524,Champions,8,17,11126.11,654.4770588235294,668,40.875,0.18964941799640656,0.0,Low,Retain: Enrol in VIP loyalty program + send thank-you offer
12525,At Risk,497,3,973.73,324.57666666666665,646,74.0,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey
12526,Promising,0,3,1316.6599999999999,438.8866666666666,93,46.5,0.2943212687969208,0.0,Low,Nurture: Monthly newsletter + loyalty point updates
12527,At Risk,81,5,735.51,147.102,528,111.25,0.5301754474639893,1.0,Medium,Re-engage: Best-seller showcase email + 15% discount
12528,Promising,8,6,1933.48,322.24666666666667,312,60.4,0.2665468752384186,0.0,Low,Nurture: Monthly newsletter + loyalty point updates
12529,Lost Customers,527,1,316.48,316.48,527,,,,Lapsed,[Lapsed] Last Chance: Final win-back email + maximum discount
12530,At Risk,59,9,3759.26,417.6955555555556,641,72.375,0.3588865399360657,0.0,Medium,Re-engage: Best-seller showcase email + 15% discount
12531,Promising,14,2,1933.2,966.6,685,671.0,0.5952858924865723,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
12532,Promising,29,1,349.83000000000004,349.83000000000004,29,,0.5515782237052917,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
12533,At Risk,627,2,1367.89,683.945,738,110.0,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey
12534,Lost Customers,130,1,1089.18,1089.18,130,,0.537481427192688,1.0,Medium,Re-activation: Welcome-back campaign + highlight what's new
12535,Promising,91,2,716.3499999999999,358.17499999999995,186,94.0,0.4311918616294861,0.0,Medium,Nudge: Reminder email + product recommendation + limited offer
12536,At Risk,42,3,12601.830000000002,4200.610000000001,58,7.5,0.3594076633453369,0.0,Medium,Re-engage: Best-seller showcase email + 15% discount
12537,Lost Customers,408,1,732.94,732.94,408,,,,Lapsed,[Lapsed] Last Chance: Final win-back email + maximum discount
12538,Promising,28,2,640.45,320.225,377,349.0,0.6552984714508057,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
12539,Champions,21,7,11214.75,1602.107142857143,715,115.16666666666667,0.36366841197013855,0.0,Medium,Early Alert: Personalised product recommendation based on past purchases
12540,Champions,19,33,22254.49,674.3784848484848,731,21.75,0.1386200189590454,0.0,Low,Retain: Enrol in VIP loyalty program + send thank-you offer
12541,Promising,29,3,981.18,327.06,280,125.0,0.4349786341190338,0.0,Medium,Nudge: Reminder email + product recommendation + limited offer
12542,Lost Customers,483,2,481.88,240.94,639,156.0,,,Lapsed,[Lapsed] Last Chance: Final win-back email + maximum discount
12543,Lost Customers,447,1,980.25,980.25,447,,,,Lapsed,[Lapsed] Last Chance: Final win-back email + maximum discount
12544,Promising,35,1,372.7,372.7,35,,0.5575777888298035,1.0,High,Urgent Re-engage: 20% discount coupon + highlight new arrivals
12545,Promising,74,2,1000.39,500.195,259,184.0,0.47462984919548035,0.0,Medium,Nudge: Reminder email + product recommendation + limited offer
12546,Promising,46,2,1161.5,580.75,77,31.0,0.33952298760414124,0.0,Low,Nurture: Monthly newsletter + loyalty point updates
12547,Lost Customers,197,3,383.58,127.86,499,150.5,,,Lapsed,[Lapsed] Last Chance: Final win-back email + maximum discount
12548,Lost Customers,165,1,95.19999999999999,95.19999999999999,165,,,,Lapsed,[Lapsed] Last Chance: Final win-back email + maximum discount
12549,At Risk,575,6,1575.68,262.61333333333334,697,24.0,,,Lapsed,[Lapsed] Recovery: Time-limited 30% win-back discount + feedback survey
12550,Promising,78,1,964.83,964.83,78,,0.5243566036224365,1.0,Medium,Nudge: Reminder email + product recommendation + limited offer
12551,Lost Customers,357,1,168.0,168.0,357,,,,Lapsed,[Lapsed] Last Chance: Final win-back email + maximum discount
